epoch,train_loss,val_loss,val_accuracy
1,0.660888800697942,0.6378803508622306,0.6571428571428571
2,0.6259667661882216,0.6024664470127651,0.6714285714285714
3,0.5864931748759362,0.5593132674694061,0.7690476190476191
4,0.5379396782767388,0.5097380897828511,0.8166666666666667
5,0.4849149873179774,0.4660764081137521,0.8333333333333334
6,0.4410037542543104,0.4367098254816873,0.8357142857142857
7,0.4099044905554864,0.4195446010146822,0.8380952380952381
8,0.3852237208235648,0.4092201462813786,0.8452380952380952
9,0.368823810931175,0.4013999349304608,0.8452380952380952
10,0.35513866812952105,0.3953947733555521,0.8595238095238096
11,0.34236300231948974,0.3910134221826281,0.861904761904762
12,0.3404246102417669,0.38880802265235354,0.8571428571428571
13,0.32747866261389946,0.38819884402411325,0.861904761904762
14,0.31912531727744686,0.3841653657811029,0.8642857142857143
15,0.31752056412158475,0.3843189903667995,0.8642857142857143
16,0.31427631118605215,0.3803276355777468,0.8690476190476191
17,0.30866896865829346,0.3817045422536986,0.8642857142857143
18,0.3058434522921039,0.3783960800085749,0.8642857142857143
19,0.30079284118067834,0.381216185433524,0.8666666666666667
20,0.30126216190476574,0.3811121625559671,0.8690476190476191
21,0.2953130403353322,0.37553905482803074,0.8690476190476191
22,0.2941176033308429,0.3771561916385378,0.8666666666666667
23,0.2915459155075012,0.3758265344159944,0.8666666666666667
24,0.2894523336041358,0.37418707992349354,0.8690476190476191
25,0.2865420575103452,0.37569200886147364,0.8690476190476191
26,0.28572699475672936,0.3722563896860395,0.8714285714285714
27,0.281632078751441,0.37207945223365513,0.8690476190476191
28,0.28071032055924017,0.3676557626043047,0.8690476190476191
29,0.27991047645768813,0.36856309537376675,0.8690476190476191
30,0.2770063881912539,0.3703701038445745,0.8738095238095238
31,0.2790765269629417,0.36744449394089834,0.8666666666666667
32,0.2733935168193233,0.3645123913884163,0.8738095238095238
33,0.2731944236063188,0.361747933285577,0.8714285714285714
34,0.2704507823913328,0.36079472090516773,0.8809523809523809
35,0.2682827718315586,0.35508175832884653,0.8738095238095238
36,0.263785851097876,0.3539206790072577,0.8761904761904762
37,0.2629642546657593,0.35498169916016714,0.8714285714285714
38,0.2629939969028196,0.3518295522247042,0.8738095238095238
39,0.26028517201062173,0.35106175499303,0.8738095238095238
40,0.25665356074610063,0.34786947071552277,0.8761904761904762
41,0.2551594515961985,0.34533366348062244,0.8738095238095238
42,0.252535367204297,0.3466887516634805,0.8761904761904762
43,0.2506617586458883,0.3428893525685583,0.8785714285714286
44,0.24873656611288747,0.34291303902864456,0.8785714285714286
45,0.24716417972118623,0.3436062591416495,0.8809523809523809
46,0.24711172859514913,0.34038869930165155,0.8833333333333333
47,0.24457536781987838,0.3352830654808453,0.888095238095238
48,0.24144029761514357,0.34146846032568384,0.8809523809523809
49,0.24009722471237183,0.3369992386017527,0.888095238095238
50,0.24081007943999383,0.3396590272230761,0.8857142857142857
51,0.2358777515830532,0.3341834358870983,0.8904761904761904
52,0.23588755125960997,0.3356973129723753,0.888095238095238
53,0.23473827805249922,0.3343818352690765,0.8904761904761904
54,0.23167039766427008,0.337722865066358,0.8857142857142857
55,0.23132377286111155,0.3336976335516998,0.8833333333333333
56,0.23264189569219465,0.3369980571525438,0.888095238095238
57,0.22958180212205456,0.33307960469807896,0.888095238095238
58,0.22805637698019704,0.3340330310165882,0.888095238095238
59,0.22597234503876779,0.3315571365611894,0.8904761904761904
60,0.22400519492164736,0.33339356098856243,0.888095238095238
61,0.22350858632595308,0.3320044380213533,0.8904761904761904
62,0.22298312764013967,0.33413919487169813,0.8952380952380953
63,0.22202593400593726,0.3286931057061468,0.8928571428571429
64,0.22156026815214463,0.3325857381735529,0.8904761904761904
65,0.22012846147821796,0.33004274538585116,0.8928571428571429
66,0.2220625300561228,0.3339547025305884,0.8904761904761904
67,0.21739772082336487,0.3294282353350094,0.8952380952380953
68,0.21761617569192762,0.33396762928792406,0.8928571428571429
69,0.21575331591790722,0.32767982887370245,0.8904761904761904
70,0.2173809264936755,0.3316456015620913,0.8904761904761904
